batch_id,loop_id,step_order,loop_path,from_id,to_id,amount,timestamp,confidence_score,transactions_scanned,audit_reason
51,batch_51_loop_1,2,EMP_FRAUD_C -> VEND_SHELL_C -> SUB_PAYBACK_C -> EMP_FRAUD_C,VEND_SHELL_C,SUB_PAYBACK_C,0.0,Historical,86.03,420,Circular Fund Flow
51,batch_51_loop_1,3,EMP_FRAUD_C -> VEND_SHELL_C -> SUB_PAYBACK_C -> EMP_FRAUD_C,SUB_PAYBACK_C,EMP_FRAUD_C,0.0,Historical,89.65,420,Circular Fund Flow
51,batch_51_loop_2,1,EMP_FRAUD_B -> VEND_SHELL_B -> SUB_PAYBACK_B -> EMP_FRAUD_B,EMP_FRAUD_B,VEND_SHELL_B,0.0,Historical,86.55,420,Circular Fund Flow
51,batch_51_loop_2,2,EMP_FRAUD_B -> VEND_SHELL_B -> SUB_PAYBACK_B -> EMP_FRAUD_B,VEND_SHELL_B,SUB_PAYBACK_B,0.0,Historical,86.33,420,Circular Fund Flow
51,batch_51_loop_2,3,EMP_FRAUD_B -> VEND_SHELL_B -> SUB_PAYBACK_B -> EMP_FRAUD_B,SUB_PAYBACK_B,EMP_FRAUD_B,0.0,Historical,94.0,420,Circular Fund Flow
51,batch_51_loop_3,1,EMP_FRAUD_A -> VEND_SHELL_A -> SUB_PAYBACK_A -> EMP_FRAUD_A,EMP_FRAUD_A,VEND_SHELL_A,0.0,Historical,87.18,420,Circular Fund Flow
51,batch_51_loop_3,2,EMP_FRAUD_A -> VEND_SHELL_A -> SUB_PAYBACK_A -> EMP_FRAUD_A,VEND_SHELL_A,SUB_PAYBACK_A,0.0,Historical,89.39,420,Circular Fund Flow
51,batch_51_loop_3,3,EMP_FRAUD_A -> VEND_SHELL_A -> SUB_PAYBACK_A -> EMP_FRAUD_A,SUB_PAYBACK_A,EMP_FRAUD_A,0.0,Historical,98.28,420,Circular Fund Flow
52,batch_52_loop_1,1,EMP_FRAUD_C -> VEND_SHELL_C -> SUB_PAYBACK_C -> EMP_FRAUD_C,EMP_FRAUD_C,VEND_SHELL_C,0.0,Historical,90.89,418,Circular Fund Flow
52,batch_52_loop_1,2,EMP_FRAUD_C -> VEND_SHELL_C -> SUB_PAYBACK_C -> EMP_FRAUD_C,VEND_SHELL_C,SUB_PAYBACK_C,0.0,Historical,89.32,418,Circular Fund Flow
52,batch_52_loop_1,3,EMP_FRAUD_C -> VEND_SHELL_C -> SUB_PAYBACK_C -> EMP_FRAUD_C,SUB_PAYBACK_C,EMP_FRAUD_C,0.0,Historical,89.21,418,Circular Fund Flow
52,batch_52_loop_2,1,EMP_FRAUD_B -> VEND_SHELL_B -> SUB_PAYBACK_B -> EMP_FRAUD_B,EMP_FRAUD_B,VEND_SHELL_B,0.0,Historical,98.71,418,Circular Fund Flow
52,batch_52_loop_2,2,EMP_FRAUD_B -> VEND_SHELL_B -> SUB_PAYBACK_B -> EMP_FRAUD_B,VEND_SHELL_B,SUB_PAYBACK_B,0.0,Historical,95.27,418,Circular Fund Flow
52,batch_52_loop_2,3,EMP_FRAUD_B -> VEND_SHELL_B -> SUB_PAYBACK_B -> EMP_FRAUD_B,SUB_PAYBACK_B,EMP_FRAUD_B,0.0,Historical,87.44,418,Circular Fund Flow
52,batch_52_loop_3,1,EMP_FRAUD_A -> VEND_SHELL_A -> SUB_PAYBACK_A -> EMP_FRAUD_A,EMP_FRAUD_A,VEND_SHELL_A,0.0,Historical,97.63,418,Circular Fund Flow
52,batch_52_loop_3,2,EMP_FRAUD_A -> VEND_SHELL_A -> SUB_PAYBACK_A -> EMP_FRAUD_A,VEND_SHELL_A,SUB_PAYBACK_A,0.0,Historical,88.95,418,Circular Fund Flow
52,batch_52_loop_3,3,EMP_FRAUD_A -> VEND_SHELL_A -> SUB_PAYBACK_A -> EMP_FRAUD_A,SUB_PAYBACK_A,EMP_FRAUD_A,0.0,Historical,95.26,418,Circular Fund Flow
53,batch_53_loop_1,1,EMP_FRAUD_C -> VEND_SHELL_C -> SUB_PAYBACK_C -> EMP_FRAUD_C,EMP_FRAUD_C,VEND_SHELL_C,0.0,Historical,97.47,410,Circular Fund Flow
53,batch_53_loop_1,2,EMP_FRAUD_C -> VEND_SHELL_C -> SUB_PAYBACK_C -> EMP_FRAUD_C,VEND_SHELL_C,SUB_PAYBACK_C,0.0,Historical,95.23,410,Circular Fund Flow
53,batch_53_loop_1,3,EMP_FRAUD_C -> VEND_SHELL_C -> SUB_PAYBACK_C -> EMP_FRAUD_C,SUB_PAYBACK_C,EMP_FRAUD_C,0.0,Historical,96.87,410,Circular Fund Flow
53,batch_53_loop_2,1,EMP_FRAUD_B -> VEND_SHELL_B -> SUB_PAYBACK_B -> EMP_FRAUD_B,EMP_FRAUD_B,VEND_SHELL_B,0.0,Historical,91.51,410,Circular Fund Flow
53,batch_53_loop_2,2,EMP_FRAUD_B -> VEND_SHELL_B -> SUB_PAYBACK_B -> EMP_FRAUD_B,VEND_SHELL_B,SUB_PAYBACK_B,0.0,Historical,95.27,410,Circular Fund Flow
53,batch_53_loop_2,3,EMP_FRAUD_B -> VEND_SHELL_B -> SUB_PAYBACK_B -> EMP_FRAUD_B,SUB_PAYBACK_B,EMP_FRAUD_B,0.0,Historical,86.6,410,Circular Fund Flow
53,batch_53_loop_3,1,EMP_FRAUD_A -> VEND_SHELL_A -> SUB_PAYBACK_A -> EMP_FRAUD_A,EMP_FRAUD_A,VEND_SHELL_A,0.0,Historical,88.94,410,Circular Fund Flow
53,batch_53_loop_3,2,EMP_FRAUD_A -> VEND_SHELL_A -> SUB_PAYBACK_A -> EMP_FRAUD_A,VEND_SHELL_A,SUB_PAYBACK_A,0.0,Historical,92.54,410,Circular Fund Flow
53,batch_53_loop_3,3,EMP_FRAUD_A -> VEND_SHELL_A -> SUB_PAYBACK_A -> EMP_FRAUD_A,SUB_PAYBACK_A,EMP_FRAUD_A,0.0,Historical,92.2,410,Circular Fund Flow
54,batch_54_loop_1,1,EMP_FRAUD_C -> VEND_SHELL_C -> SUB_PAYBACK_C -> EMP_FRAUD_C,EMP_FRAUD_C,VEND_SHELL_C,0.0,Historical,94.49,436,Circular Fund Flow
54,batch_54_loop_1,2,EMP_FRAUD_C -> VEND_SHELL_C -> SUB_PAYBACK_C -> EMP_FRAUD_C,VEND_SHELL_C,SUB_PAYBACK_C,0.0,Historical,86.03,436,Circular Fund Flow
54,batch_54_loop_1,3,EMP_FRAUD_C -> VEND_SHELL_C -> SUB_PAYBACK_C -> EMP_FRAUD_C,SUB_PAYBACK_C,EMP_FRAUD_C,0.0,Historical,89.38,436,Circular Fund Flow
54,batch_54_loop_2,1,EMP_FRAUD_B -> VEND_SHELL_B -> SUB_PAYBACK_B -> EMP_FRAUD_B,EMP_FRAUD_B,VEND_SHELL_B,0.0,Historical,87.74,436,Circular Fund Flow
54,batch_54_loop_2,2,EMP_FRAUD_B -> VEND_SHELL_B -> SUB_PAYBACK_B -> EMP_FRAUD_B,VEND_SHELL_B,SUB_PAYBACK_B,0.0,Historical,94.97,436,Circular Fund Flow
54,batch_54_loop_2,3,EMP_FRAUD_B -> VEND_SHELL_B -> SUB_PAYBACK_B -> EMP_FRAUD_B,SUB_PAYBACK_B,EMP_FRAUD_B,0.0,Historical,94.05,436,Circular Fund Flow
54,batch_54_loop_3,1,EMP_FRAUD_A -> VEND_SHELL_A -> SUB_PAYBACK_A -> EMP_FRAUD_A,EMP_FRAUD_A,VEND_SHELL_A,0.0,Historical,86.52,436,Circular Fund Flow
54,batch_54_loop_3,2,EMP_FRAUD_A -> VEND_SHELL_A -> SUB_PAYBACK_A -> EMP_FRAUD_A,VEND_SHELL_A,SUB_PAYBACK_A,0.0,Historical,91.08,436,Circular Fund Flow
54,batch_54_loop_3,3,EMP_FRAUD_A -> VEND_SHELL_A -> SUB_PAYBACK_A -> EMP_FRAUD_A,SUB_PAYBACK_A,EMP_FRAUD_A,0.0,Historical,98.55,436,Circular Fund Flow
55,batch_55_loop_1,1,EMP_FRAUD_C -> VEND_SHELL_C -> SUB_PAYBACK_C -> EMP_FRAUD_C,EMP_FRAUD_C,VEND_SHELL_C,0.0,Historical,93.84,422,Circular Fund Flow
55,batch_55_loop_1,2,EMP_FRAUD_C -> VEND_SHELL_C -> SUB_PAYBACK_C -> EMP_FRAUD_C,VEND_SHELL_C,SUB_PAYBACK_C,0.0,Historical,98.96,422,Circular Fund Flow
55,batch_55_loop_1,3,EMP_FRAUD_C -> VEND_SHELL_C -> SUB_PAYBACK_C -> EMP_FRAUD_C,SUB_PAYBACK_C,EMP_FRAUD_C,0.0,Historical,94.73,422,Circular Fund Flow
55,batch_55_loop_2,1,EMP_FRAUD_B -> VEND_SHELL_B -> SUB_PAYBACK_B -> EMP_FRAUD_B,EMP_FRAUD_B,VEND_SHELL_B,0.0,Historical,98.33,422,Circular Fund Flow
55,batch_55_loop_2,2,EMP_FRAUD_B -> VEND_SHELL_B -> SUB_PAYBACK_B -> EMP_FRAUD_B,VEND_SHELL_B,SUB_PAYBACK_B,0.0,Historical,93.85,422,Circular Fund Flow
55,batch_55_loop_2,3,EMP_FRAUD_B -> VEND_SHELL_B -> SUB_PAYBACK_B -> EMP_FRAUD_B,SUB_PAYBACK_B,EMP_FRAUD_B,0.0,Historical,87.3,422,Circular Fund Flow
55,batch_55_loop_3,1,EMP_FRAUD_A -> VEND_SHELL_A -> SUB_PAYBACK_A -> EMP_FRAUD_A,EMP_FRAUD_A,VEND_SHELL_A,0.0,Historical,92.57,422,Circular Fund Flow
55,batch_55_loop_3,2,EMP_FRAUD_A -> VEND_SHELL_A -> SUB_PAYBACK_A -> EMP_FRAUD_A,VEND_SHELL_A,SUB_PAYBACK_A,0.0,Historical,86.26,422,Circular Fund Flow
55,batch_55_loop_3,3,EMP_FRAUD_A -> VEND_SHELL_A -> SUB_PAYBACK_A -> EMP_FRAUD_A,SUB_PAYBACK_A,EMP_FRAUD_A,0.0,Historical,90.1,422,Circular Fund Flow
56,batch_56_loop_1,1,EMP_FRAUD_C -> VEND_SHELL_C -> SUB_PAYBACK_C -> EMP_FRAUD_C,EMP_FRAUD_C,VEND_SHELL_C,0.0,Historical,89.57,417,Circular Fund Flow
56,batch_56_loop_1,2,EMP_FRAUD_C -> VEND_SHELL_C -> SUB_PAYBACK_C -> EMP_FRAUD_C,VEND_SHELL_C,SUB_PAYBACK_C,0.0,Historical,88.13,417,Circular Fund Flow
56,batch_56_loop_1,3,EMP_FRAUD_C -> VEND_SHELL_C -> SUB_PAYBACK_C -> EMP_FRAUD_C,SUB_PAYBACK_C,EMP_FRAUD_C,0.0,Historical,91.21,417,Circular Fund Flow
56,batch_56_loop_2,1,EMP_FRAUD_B -> VEND_SHELL_B -> SUB_PAYBACK_B -> EMP_FRAUD_B,EMP_FRAUD_B,VEND_SHELL_B,0.0,Historical,86.99,417,Circular Fund Flow
56,batch_56_loop_2,2,EMP_FRAUD_B -> VEND_SHELL_B -> SUB_PAYBACK_B -> EMP_FRAUD_B,VEND_SHELL_B,SUB_PAYBACK_B,0.0,Historical,92.55,417,Circular Fund Flow
56,batch_56_loop_2,3,EMP_FRAUD_B -> VEND_SHELL_B -> SUB_PAYBACK_B -> EMP_FRAUD_B,SUB_PAYBACK_B,EMP_FRAUD_B,0.0,Historical,90.49,417,Circular Fund Flow
56,batch_56_loop_3,1,EMP_FRAUD_A -> VEND_SHELL_A -> SUB_PAYBACK_A -> EMP_FRAUD_A,EMP_FRAUD_A,VEND_SHELL_A,0.0,Historical,96.83,417,Circular Fund Flow
56,batch_56_loop_3,2,EMP_FRAUD_A -> VEND_SHELL_A -> SUB_PAYBACK_A -> EMP_FRAUD_A,VEND_SHELL_A,SUB_PAYBACK_A,0.0,Historical,98.28,417,Circular Fund Flow
56,batch_56_loop_3,3,EMP_FRAUD_A -> VEND_SHELL_A -> SUB_PAYBACK_A -> EMP_FRAUD_A,SUB_PAYBACK_A,EMP_FRAUD_A,0.0,Historical,96.25,417,Circular Fund Flow
57,batch_57_loop_1,1,EMP_FRAUD_C -> VEND_SHELL_C -> SUB_PAYBACK_C -> EMP_FRAUD_C,EMP_FRAUD_C,VEND_SHELL_C,0.0,Historical,98.15,419,Circular Fund Flow
57,batch_57_loop_1,2,EMP_FRAUD_C -> VEND_SHELL_C -> SUB_PAYBACK_C -> EMP_FRAUD_C,VEND_SHELL_C,SUB_PAYBACK_C,0.0,Historical,86.98,419,Circular Fund Flow
57,batch_57_loop_1,3,EMP_FRAUD_C -> VEND_SHELL_C -> SUB_PAYBACK_C -> EMP_FRAUD_C,SUB_PAYBACK_C,EMP_FRAUD_C,0.0,Historical,85.97,419,Circular Fund Flow
57,batch_57_loop_2,1,EMP_FRAUD_B -> VEND_SHELL_B -> SUB_PAYBACK_B -> EMP_FRAUD_B,EMP_FRAUD_B,VEND_SHELL_B,0.0,Historical,94.63,419,Circular Fund Flow
57,batch_57_loop_2,2,EMP_FRAUD_B -> VEND_SHELL_B -> SUB_PAYBACK_B -> EMP_FRAUD_B,VEND_SHELL_B,SUB_PAYBACK_B,0.0,Historical,90.39,419,Circular Fund Flow
57,batch_57_loop_2,3,EMP_FRAUD_B -> VEND_SHELL_B -> SUB_PAYBACK_B -> EMP_FRAUD_B,SUB_PAYBACK_B,EMP_FRAUD_B,0.0,Historical,90.59,419,Circular Fund Flow
57,batch_57_loop_3,1,EMP_FRAUD_A -> VEND_SHELL_A -> SUB_PAYBACK_A -> EMP_FRAUD_A,EMP_FRAUD_A,VEND_SHELL_A,0.0,Historical,85.02,419,Circular Fund Flow
57,batch_57_loop_3,2,EMP_FRAUD_A -> VEND_SHELL_A -> SUB_PAYBACK_A -> EMP_FRAUD_A,VEND_SHELL_A,SUB_PAYBACK_A,0.0,Historical,94.56,419,Circular Fund Flow
57,batch_57_loop_3,3,EMP_FRAUD_A -> VEND_SHELL_A -> SUB_PAYBACK_A -> EMP_FRAUD_A,SUB_PAYBACK_A,EMP_FRAUD_A,0.0,Historical,93.38,419,Circular Fund Flow
58,batch_58_loop_1,1,EMP_FRAUD_C -> VEND_SHELL_C -> SUB_PAYBACK_C -> EMP_FRAUD_C,EMP_FRAUD_C,VEND_SHELL_C,0.0,Historical,96.41,420,Circular Fund Flow
58,batch_58_loop_1,2,EMP_FRAUD_C -> VEND_SHELL_C -> SUB_PAYBACK_C -> EMP_FRAUD_C,VEND_SHELL_C,SUB_PAYBACK_C,0.0,Historical,98.59,420,Circular Fund Flow
58,batch_58_loop_1,3,EMP_FRAUD_C -> VEND_SHELL_C -> SUB_PAYBACK_C -> EMP_FRAUD_C,SUB_PAYBACK_C,EMP_FRAUD_C,0.0,Historical,90.08,420,Circular Fund Flow
58,batch_58_loop_2,1,EMP_FRAUD_B -> VEND_SHELL_B -> SUB_PAYBACK_B -> EMP_FRAUD_B,EMP_FRAUD_B,VEND_SHELL_B,0.0,Historical,95.35,420,Circular Fund Flow
58,batch_58_loop_2,2,EMP_FRAUD_B -> VEND_SHELL_B -> SUB_PAYBACK_B -> EMP_FRAUD_B,VEND_SHELL_B,SUB_PAYBACK_B,0.0,Historical,94.75,420,Circular Fund Flow
58,batch_58_loop_2,3,EMP_FRAUD_B -> VEND_SHELL_B -> SUB_PAYBACK_B -> EMP_FRAUD_B,SUB_PAYBACK_B,EMP_FRAUD_B,0.0,Historical,91.06,420,Circular Fund Flow
58,batch_58_loop_3,1,EMP_FRAUD_A -> VEND_SHELL_A -> SUB_PAYBACK_A -> EMP_FRAUD_A,EMP_FRAUD_A,VEND_SHELL_A,0.0,Historical,89.43,420,Circular Fund Flow
58,batch_58_loop_3,2,EMP_FRAUD_A -> VEND_SHELL_A -> SUB_PAYBACK_A -> EMP_FRAUD_A,VEND_SHELL_A,SUB_PAYBACK_A,0.0,Historical,97.67,420,Circular Fund Flow
58,batch_58_loop_3,3,EMP_FRAUD_A -> VEND_SHELL_A -> SUB_PAYBACK_A -> EMP_FRAUD_A,SUB_PAYBACK_A,EMP_FRAUD_A,0.0,Historical,96.71,420,Circular Fund Flow
59,batch_59_loop_1,1,EMP_FRAUD_C -> VEND_SHELL_C -> SUB_PAYBACK_C -> EMP_FRAUD_C,EMP_FRAUD_C,VEND_SHELL_C,0.0,Historical,90.58,403,Circular Fund Flow
59,batch_59_loop_1,2,EMP_FRAUD_C -> VEND_SHELL_C -> SUB_PAYBACK_C -> EMP_FRAUD_C,VEND_SHELL_C,SUB_PAYBACK_C,0.0,Historical,86.32,403,Circular Fund Flow
59,batch_59_loop_1,3,EMP_FRAUD_C -> VEND_SHELL_C -> SUB_PAYBACK_C -> EMP_FRAUD_C,SUB_PAYBACK_C,EMP_FRAUD_C,0.0,Historical,86.1,403,Circular Fund Flow
59,batch_59_loop_2,1,EMP_FRAUD_B -> VEND_SHELL_B -> SUB_PAYBACK_B -> EMP_FRAUD_B,EMP_FRAUD_B,VEND_SHELL_B,0.0,Historical,89.36,403,Circular Fund Flow
59,batch_59_loop_2,2,EMP_FRAUD_B -> VEND_SHELL_B -> SUB_PAYBACK_B -> EMP_FRAUD_B,VEND_SHELL_B,SUB_PAYBACK_B,0.0,Historical,96.46,403,Circular Fund Flow
59,batch_59_loop_2,3,EMP_FRAUD_B -> VEND_SHELL_B -> SUB_PAYBACK_B -> EMP_FRAUD_B,SUB_PAYBACK_B,EMP_FRAUD_B,0.0,Historical,90.95,403,Circular Fund Flow
59,batch_59_loop_3,1,EMP_FRAUD_A -> VEND_SHELL_A -> SUB_PAYBACK_A -> EMP_FRAUD_A,EMP_FRAUD_A,VEND_SHELL_A,0.0,Historical,91.28,403,Circular Fund Flow
59,batch_59_loop_3,2,EMP_FRAUD_A -> VEND_SHELL_A -> SUB_PAYBACK_A -> EMP_FRAUD_A,VEND_SHELL_A,SUB_PAYBACK_A,0.0,Historical,98.31,403,Circular Fund Flow
59,batch_59_loop_3,3,EMP_FRAUD_A -> VEND_SHELL_A -> SUB_PAYBACK_A -> EMP_FRAUD_A,SUB_PAYBACK_A,EMP_FRAUD_A,0.0,Historical,90.92,403,Circular Fund Flow
60,batch_60_loop_1,1,EMP_FRAUD_C -> VEND_SHELL_C -> SUB_PAYBACK_C -> EMP_FRAUD_C,EMP_FRAUD_C,VEND_SHELL_C,0.0,Historical,94.54,408,Circular Fund Flow
60,batch_60_loop_1,2,EMP_FRAUD_C -> VEND_SHELL_C -> SUB_PAYBACK_C -> EMP_FRAUD_C,VEND_SHELL_C,SUB_PAYBACK_C,0.0,Historical,86.94,408,Circular Fund Flow
60,batch_60_loop_1,3,EMP_FRAUD_C -> VEND_SHELL_C -> SUB_PAYBACK_C -> EMP_FRAUD_C,SUB_PAYBACK_C,EMP_FRAUD_C,0.0,Historical,88.88,408,Circular Fund Flow
60,batch_60_loop_2,1,EMP_FRAUD_B -> VEND_SHELL_B -> SUB_PAYBACK_B -> EMP_FRAUD_B,EMP_FRAUD_B,VEND_SHELL_B,0.0,Historical,92.98,408,Circular Fund Flow
60,batch_60_loop_2,2,EMP_FRAUD_B -> VEND_SHELL_B -> SUB_PAYBACK_B -> EMP_FRAUD_B,VEND_SHELL_B,SUB_PAYBACK_B,0.0,Historical,88.79,408,Circular Fund Flow
60,batch_60_loop_2,3,EMP_FRAUD_B -> VEND_SHELL_B -> SUB_PAYBACK_B -> EMP_FRAUD_B,SUB_PAYBACK_B,EMP_FRAUD_B,0.0,Historical,91.65,408,Circular Fund Flow
60,batch_60_loop_3,1,EMP_FRAUD_A -> VEND_SHELL_A -> SUB_PAYBACK_A -> EMP_FRAUD_A,EMP_FRAUD_A,VEND_SHELL_A,0.0,Historical,85.61,408,Circular Fund Flow
60,batch_60_loop_3,2,EMP_FRAUD_A -> VEND_SHELL_A -> SUB_PAYBACK_A -> EMP_FRAUD_A,VEND_SHELL_A,SUB_PAYBACK_A,0.0,Historical,97.1,408,Circular Fund Flow
60,batch_60_loop_3,3,EMP_FRAUD_A -> VEND_SHELL_A -> SUB_PAYBACK_A -> EMP_FRAUD_A,SUB_PAYBACK_A,EMP_FRAUD_A,0.0,Historical,95.43,408,Circular Fund Flow
61,batch_61_loop_1,1,EMP_FRAUD_C -> VEND_SHELL_C -> SUB_PAYBACK_C -> EMP_FRAUD_C,EMP_FRAUD_C,VEND_SHELL_C,0.0,Historical,94.57,371,Circular Fund Flow
61,batch_61_loop_1,2,EMP_FRAUD_C -> VEND_SHELL_C -> SUB_PAYBACK_C -> EMP_FRAUD_C,VEND_SHELL_C,SUB_PAYBACK_C,0.0,Historical,97.66,371,Circular Fund Flow
61,batch_61_loop_1,3,EMP_FRAUD_C -> VEND_SHELL_C -> SUB_PAYBACK_C -> EMP_FRAUD_C,SUB_PAYBACK_C,EMP_FRAUD_C,0.0,Historical,91.3,371,Circular Fund Flow
61,batch_61_loop_2,1,EMP_FRAUD_B -> VEND_SHELL_B -> SUB_PAYBACK_B -> EMP_FRAUD_B,EMP_FRAUD_B,VEND_SHELL_B,0.0,Historical,93.75,371,Circular Fund Flow
61,batch_61_loop_2,2,EMP_FRAUD_B -> VEND_SHELL_B -> SUB_PAYBACK_B -> EMP_FRAUD_B,VEND_SHELL_B,SUB_PAYBACK_B,0.0,Historical,96.99,371,Circular Fund Flow
61,batch_61_loop_2,3,EMP_FRAUD_B -> VEND_SHELL_B -> SUB_PAYBACK_B -> EMP_FRAUD_B,SUB_PAYBACK_B,EMP_FRAUD_B,0.0,Historical,89.7,371,Circular Fund Flow
61,batch_61_loop_3,1,EMP_FRAUD_A -> VEND_SHELL_A -> SUB_PAYBACK_A -> EMP_FRAUD_A,EMP_FRAUD_A,VEND_SHELL_A,0.0,Historical,92.67,371,Circular Fund Flow
61,batch_61_loop_3,2,EMP_FRAUD_A -> VEND_SHELL_A -> SUB_PAYBACK_A -> EMP_FRAUD_A,VEND_SHELL_A,SUB_PAYBACK_A,0.0,Historical,98.08,371,Circular Fund Flow
61,batch_61_loop_3,3,EMP_FRAUD_A -> VEND_SHELL_A -> SUB_PAYBACK_A -> EMP_FRAUD_A,SUB_PAYBACK_A,EMP_FRAUD_A,0.0,Historical,95.58,371,Circular Fund Flow
62,batch_62_loop_1,1,EMP_FRAUD_C -> VEND_SHELL_C -> SUB_PAYBACK_C -> EMP_FRAUD_C,EMP_FRAUD_C,VEND_SHELL_C,0.0,Historical,86.47,420,Circular Fund Flow
62,batch_62_loop_1,2,EMP_FRAUD_C -> VEND_SHELL_C -> SUB_PAYBACK_C -> EMP_FRAUD_C,VEND_SHELL_C,SUB_PAYBACK_C,0.0,Historical,96.28,420,Circular Fund Flow
62,batch_62_loop_1,3,EMP_FRAUD_C -> VEND_SHELL_C -> SUB_PAYBACK_C -> EMP_FRAUD_C,SUB_PAYBACK_C,EMP_FRAUD_C,0.0,Historical,90.9,420,Circular Fund Flow
62,batch_62_loop_2,1,EMP_FRAUD_B -> VEND_SHELL_B -> SUB_PAYBACK_B -> EMP_FRAUD_B,EMP_FRAUD_B,VEND_SHELL_B,0.0,Historical,87.48,420,Circular Fund Flow
62,batch_62_loop_2,2,EMP_FRAUD_B -> VEND_SHELL_B -> SUB_PAYBACK_B -> EMP_FRAUD_B,VEND_SHELL_B,SUB_PAYBACK_B,0.0,Historical,93.33,420,Circular Fund Flow
62,batch_62_loop_2,3,EMP_FRAUD_B -> VEND_SHELL_B -> SUB_PAYBACK_B -> EMP_FRAUD_B,SUB_PAYBACK_B,EMP_FRAUD_B,0.0,Historical,98.38,420,Circular Fund Flow
62,batch_62_loop_3,1,EMP_FRAUD_A -> VEND_SHELL_A -> SUB_PAYBACK_A -> EMP_FRAUD_A,EMP_FRAUD_A,VEND_SHELL_A,0.0,Historical,96.13,420,Circular Fund Flow
62,batch_62_loop_3,2,EMP_FRAUD_A -> VEND_SHELL_A -> SUB_PAYBACK_A -> EMP_FRAUD_A,VEND_SHELL_A,SUB_PAYBACK_A,0.0,Historical,98.5,420,Circular Fund Flow
62,batch_62_loop_3,3,EMP_FRAUD_A -> VEND_SHELL_A -> SUB_PAYBACK_A -> EMP_FRAUD_A,SUB_PAYBACK_A,EMP_FRAUD_A,0.0,Historical,93.18,420,Circular Fund Flow
63,batch_63_loop_1,1,EMP_FRAUD_C -> VEND_SHELL_C -> SUB_PAYBACK_C -> EMP_FRAUD_C,EMP_FRAUD_C,VEND_SHELL_C,0.0,Historical,90.54,423,Circular Fund Flow
63,batch_63_loop_1,2,EMP_FRAUD_C -> VEND_SHELL_C -> SUB_PAYBACK_C -> EMP_FRAUD_C,VEND_SHELL_C,SUB_PAYBACK_C,0.0,Historical,86.66,423,Circular Fund Flow
63,batch_63_loop_1,3,EMP_FRAUD_C -> VEND_SHELL_C -> SUB_PAYBACK_C -> EMP_FRAUD_C,SUB_PAYBACK_C,EMP_FRAUD_C,0.0,Historical,94.33,423,Circular Fund Flow
63,batch_63_loop_2,1,EMP_FRAUD_B -> VEND_SHELL_B -> SUB_PAYBACK_B -> EMP_FRAUD_B,EMP_FRAUD_B,VEND_SHELL_B,0.0,Historical,91.32,423,Circular Fund Flow
